State,District,Year,Quarter,Trans_Count,Amount
Madhya Pradesh,Sagar,2020,2,1633278,2989078262.6091557
Madhya Pradesh,Niwari,2020,2,163980,323550911.7835422
Madhya Pradesh,Rewa,2020,2,1877915,3929625254.5108595
Madhya Pradesh,Shajapur,2020,2,963692,2009109363.1431725
Madhya Pradesh,Ujjain,2020,2,2060273,3502234253.7629013
Madhya Pradesh,Bhind,2020,2,860061,1567302614.122136
Madhya Pradesh,Tikamgarh,2020,2,433833,870779989.0139148
Madhya Pradesh,Seoni,2020,2,919072,1876111768.6759331
Madhya Pradesh,Harda,2020,2,437409,923750328.2977577
Madhya Pradesh,Burhanpur,2020,2,448472,721369190.5894086
Madhya Pradesh,Damoh,2020,2,503111,957636734.1200182
Madhya Pradesh,Bhopal,2020,2,14074026,27679446324.45678
Madhya Pradesh,Jhabua,2020,2,345216,610389566.3608975
Madhya Pradesh,Dhar,2020,2,1792207,2906918483.5859733
Madhya Pradesh,Guna,2020,2,900412,2035955767.9419765
Madhya Pradesh,East Nimar,2020,2,941821,1549743255.6353426
Madhya Pradesh,Chhindwara,2020,2,1950309,3543387312.8824368
Madhya Pradesh,Umaria,2020,2,340098,646825289.7004355
Madhya Pradesh,Mandla,2020,2,480536,850370429.2975839
Madhya Pradesh,Indore,2020,2,13320426,28685653051.73161
Madhya Pradesh,Shahdol,2020,2,791555,1542516881.0136995
Madhya Pradesh,Ratlam,2020,2,1214400,2377066090.0951204
Madhya Pradesh,Panna,2020,2,411969,812220357.4162296
Madhya Pradesh,Chhatarpur,2020,2,788845,1487940663.8813524
Madhya Pradesh,Morena,2020,3,1099715,2513158393.7834206
Madhya Pradesh,Alirajpur,2020,3,161857,315733167.6023681
Madhya Pradesh,Sehore,2020,3,2512141,4197137117.0135603
Madhya Pradesh,Rajgarh,2020,3,1602252,3377561392.8752184
Madhya Pradesh,Khargone,2020,3,1565121,3022308238.455488
Madhya Pradesh,Satna,2020,3,1679598,2978185557.314616
Madhya Pradesh,Narsinghpur,2020,3,1085273,1966793014.8668842
Madhya Pradesh,Jabalpur,2020,3,3568035,6733555697.65695
Madhya Pradesh,Hoshangabad,2020,3,1307021,2338006892.4798374
Madhya Pradesh,Vidisha,2020,3,1426125,2699925269.6631885
Madhya Pradesh,Balaghat,2020,3,1530617,2772263232.7115154
Madhya Pradesh,Singrauli,2020,3,1641125,3159908500.4134684
Madhya Pradesh,Betul,2020,3,1615774,2736945398.3651123
Madhya Pradesh,Sidhi,2020,3,746341,1582656775.540965
Madhya Pradesh,Datia,2020,3,436118,971355519.2469969
Madhya Pradesh,Dewas,2020,3,2498225,4394184455.067969
Madhya Pradesh,Sheopur,2020,3,310991,657392233.1006646
Madhya Pradesh,Neemuch,2020,3,806043,1532695172.0352588
Madhya Pradesh,Raisen,2020,3,1624365,2628295544.8023915
Madhya Pradesh,Mandsaur,2020,3,1213750,2435251645.050977
Madhya Pradesh,Barwani,2020,3,615021,1216096421.4877262
Madhya Pradesh,Katni,2020,3,902355,1601344230.3695135
Madhya Pradesh,Dindori,2020,3,362774,759222383.9067988
Madhya Pradesh,Shivpuri,2020,3,918103,2176411286.46308
Madhya Pradesh,Gwalior,2020,3,3978884,7817520356.40003
Madhya Pradesh,Anuppur,2020,3,664283,1208285677.2640462
Madhya Pradesh,Agar Malwa,2020,3,488774,1136830442.3464022
Madhya Pradesh,Ashoknagar,2020,3,482485,1045446572.5930719
Madhya Pradesh,Sagar,2020,3,2022389,3708622884.307446
Madhya Pradesh,Niwari,2020,3,193815,392982412.9041935
Madhya Pradesh,Rewa,2020,3,2086383,3959365505.5119104
Madhya Pradesh,Shajapur,2020,3,1095702,2192556605.5590897
Madhya Pradesh,Ujjain,2020,3,2921971,5297389626.97533
Madhya Pradesh,Bhind,2020,3,979454,2048190964.4234414
Madhya Pradesh,Tikamgarh,2020,3,491496,959433739.9285225
Madhya Pradesh,Seoni,2020,3,1053694,2089162276.3583918
Madhya Pradesh,Harda,2020,3,500606,931935805.3629215
Madhya Pradesh,Burhanpur,2020,3,572555,1021350623.0124195
Madhya Pradesh,Damoh,2020,3,570162,1143180966.9786525
Madhya Pradesh,Bhopal,2020,3,29560361,57525605025.512215
Madhya Pradesh,Jhabua,2020,3,373102,726655151.9990163
Madhya Pradesh,Dhar,2020,3,2527639,4260243322.8625326
Madhya Pradesh,Guna,2020,3,1133377,2443104469.436231
Madhya Pradesh,East Nimar,2020,3,1094471,1837941946.6685963
Madhya Pradesh,Chhindwara,2020,3,2113701,3726188140.6403146
Madhya Pradesh,Umaria,2020,3,421809,769775751.4985476
Madhya Pradesh,Mandla,2020,3,574815,1031317389.1257836
Madhya Pradesh,Indore,2020,3,17544816,31851463020.761208
Madhya Pradesh,Shahdol,2020,3,971434,1856954171.3874404
Madhya Pradesh,Ratlam,2020,3,1510708,3061414644.969604
Madhya Pradesh,Panna,2020,3,475441,957142671.47175
Madhya Pradesh,Chhatarpur,2020,3,946814,1935232278.0025325
Madhya Pradesh,Morena,2020,4,1558956,3953477371.0844607
Madhya Pradesh,Alirajpur,2020,4,218291,424965978.9104811
Madhya Pradesh,Sehore,2020,4,3633263,6071266571.198605
Madhya Pradesh,Rajgarh,2020,4,2246137,4772213369.075053
Madhya Pradesh,Khargone,2020,4,2316421,4494479655.685021
Madhya Pradesh,Satna,2020,4,2441893,4730850081.038763
Madhya Pradesh,Narsinghpur,2020,4,1564453,3012480790.481521
Madhya Pradesh,Jabalpur,2020,4,5245511,9769636688.245636
Madhya Pradesh,Hoshangabad,2020,4,2019683,3611030904.960101
Madhya Pradesh,Vidisha,2020,4,2048942,3935091664.6853313
Madhya Pradesh,Balaghat,2020,4,2264084,4327237253.639404
Madhya Pradesh,Singrauli,2020,4,2307583,4532106287.064731
Madhya Pradesh,Betul,2020,4,2338983,4155886908.7823052
Madhya Pradesh,Sidhi,2020,4,1056459,2364979330.568928
Madhya Pradesh,Datia,2020,4,610567,1444388557.2025342
Madhya Pradesh,Dewas,2020,4,3659099,6453013619.067839
Madhya Pradesh,Sheopur,2020,4,426813,952730306.344766
Madhya Pradesh,Neemuch,2020,4,1138127,2294476553.4443235
Madhya Pradesh,Raisen,2020,4,2354383,3795545559.4399776
Madhya Pradesh,Mandsaur,2020,4,1702849,3599293908.404353
Madhya Pradesh,Barwani,2020,4,942429,1900039062.7421885
Madhya Pradesh,Katni,2020,4,1313363,2477741226.3747687
Madhya Pradesh,Dindori,2020,4,507945,1044878188.248591
Madhya Pradesh,Shivpuri,2020,4,1338636,3314285091.4967794
Madhya Pradesh,Gwalior,2020,4,6115831,12129267094.949297
Madhya Pradesh,Anuppur,2020,4,968828,1811583633.9311845
Madhya Pradesh,Agar Malwa,2020,4,687422,1634982482.057491
Madhya Pradesh,Ashoknagar,2020,4,668278,1488084429.997281
Madhya Pradesh,Sagar,2020,4,2882971,5341735254.358236
Madhya Pradesh,Niwari,2020,4,263987,587169247.896822
Madhya Pradesh,Rewa,2020,4,3045335,6440539078.097477
Madhya Pradesh,Shajapur,2020,4,1557727,3122785610.328477
Madhya Pradesh,Ujjain,2020,4,4280284,7849328204.967745
Madhya Pradesh,Bhind,2020,4,1375781,3148511019.9693475
Madhya Pradesh,Tikamgarh,2020,4,689996,1420798584.005221
Madhya Pradesh,Seoni,2020,4,1518741,3105941827.2872486
Madhya Pradesh,Harda,2020,4,745011,1358337158.1672018
Madhya Pradesh,Burhanpur,2020,4,835693,1468116825.198771
Madhya Pradesh,Damoh,2020,4,795381,1648755982.6143954
Madhya Pradesh,Bhopal,2020,4,38492334,67905952477.88091
Madhya Pradesh,Jhabua,2020,4,526191,1047606013.2590923
Madhya Pradesh,Dhar,2020,4,3833814,6450900581.257767
Madhya Pradesh,Guna,2020,4,1650908,3557970760.124153
Madhya Pradesh,East Nimar,2020,4,1569591,2763633316.014061
Madhya Pradesh,Chhindwara,2020,4,3170211,5890642613.695305
Madhya Pradesh,Umaria,2020,4,610841,1162284635.422002
Madhya Pradesh,Mandla,2020,4,834886,1577936333.7968326
Madhya Pradesh,Indore,2020,4,25715586,42359214660.836296
Madhya Pradesh,Shahdol,2020,4,1463780,2800510419.8428364
Madhya Pradesh,Ratlam,2020,4,2168894,4568608001.31349
Madhya Pradesh,Panna,2020,4,643236,1391244910.903994
Madhya Pradesh,Chhatarpur,2020,4,1286133,2810603686.0107274
Madhya Pradesh,Morena,2021,1,1642617,4076150820.817652
Madhya Pradesh,Alirajpur,2021,1,228504,499989236.2147408
Madhya Pradesh,Sehore,2021,1,3804912,6207673600.695251
Madhya Pradesh,Rajgarh,2021,1,2591177,5531194245.644239
Madhya Pradesh,Khargone,2021,1,2478158,5022742955.5200615
Madhya Pradesh,Satna,2021,1,2437515,4816296175.732275
Madhya Pradesh,Narsinghpur,2021,1,1563580,3177530090.9502044
Madhya Pradesh,Jabalpur,2021,1,6508756,11341470367.935308
Madhya Pradesh,Hoshangabad,2021,1,2149209,3776567780.379984
Madhya Pradesh,Vidisha,2021,1,2319909,4298632208.617512
Madhya Pradesh,Balaghat,2021,1,2315936,4600620055.8422165
Madhya Pradesh,Singrauli,2021,1,2282715,4545863631.10256
Madhya Pradesh,Betul,2021,1,2398625,4370416166.62771
Madhya Pradesh,Sidhi,2021,1,1032630,2364548733.167993
Madhya Pradesh,Datia,2021,1,635398,1461101645.6413937
Madhya Pradesh,Dewas,2021,1,3992803,6833124438.36656
Madhya Pradesh,Sheopur,2021,1,441474,999133018.2733552
Madhya Pradesh,Neemuch,2021,1,1242613,2652786981.404075
Madhya Pradesh,Raisen,2021,1,2579640,4173866749.222631
Madhya Pradesh,Mandsaur,2021,1,1919705,4173482937.968442
Madhya Pradesh,Barwani,2021,1,1067563,2248538999.422863
Madhya Pradesh,Katni,2021,1,1402614,2685443831.9587994
Madhya Pradesh,Dindori,2021,1,490349,1119999389.1933413
Madhya Pradesh,Shivpuri,2021,1,1542033,3503136658.411132
Madhya Pradesh,Gwalior,2021,1,7162483,13365571399.680473
Madhya Pradesh,Anuppur,2021,1,1029032,1990314404.9951131
Madhya Pradesh,Agar Malwa,2021,1,811955,1905456871.832835
Madhya Pradesh,Ashoknagar,2021,1,744766,1569426631.4587264
Madhya Pradesh,Sagar,2021,1,3149917,5653447301.758538
Madhya Pradesh,Niwari,2021,1,260101,590317182.3799706
Madhya Pradesh,Rewa,2021,1,2905406,6260073492.301879
Madhya Pradesh,Shajapur,2021,1,1726969,3385896058.8933268
Madhya Pradesh,Ujjain,2021,1,4926814,8661804508.825623
Madhya Pradesh,Bhind,2021,1,1375999,3080179035.102253
Madhya Pradesh,Tikamgarh,2021,1,709159,1447720949.1649184
Madhya Pradesh,Seoni,2021,1,1598317,3496206162.0875216
Madhya Pradesh,Harda,2021,1,783753,1460099482.774878
Madhya Pradesh,Burhanpur,2021,1,901398,1614553569.2762008
Madhya Pradesh,Damoh,2021,1,823880,1759875819.6421342
Madhya Pradesh,Bhopal,2021,1,67309234,101725720745.41441
Madhya Pradesh,Jhabua,2021,1,597586,1283708735.7876873
Madhya Pradesh,Dhar,2021,1,4368739,7366487165.421755
Madhya Pradesh,Guna,2021,1,1882964,3799877430.5001893
Madhya Pradesh,East Nimar,2021,1,1695991,3040530342.986616
Madhya Pradesh,Chhindwara,2021,1,3281453,6171721022.75809
Madhya Pradesh,Umaria,2021,1,634168,1277673278.1828122
Madhya Pradesh,Mandla,2021,1,858851,1727915177.2945933
Madhya Pradesh,Indore,2021,1,37457244,53867415617.00962
Madhya Pradesh,Shahdol,2021,1,1585789,3112033780.186758
Madhya Pradesh,Ratlam,2021,1,2401427,5101007536.79729
Madhya Pradesh,Panna,2021,1,633224,1480548117.2572706
Madhya Pradesh,Chhatarpur,2021,1,1313444,2858061843.406745
Madhya Pradesh,Morena,2021,2,2232701,5471936992.439699
Madhya Pradesh,Alirajpur,2021,2,337155,789494451.9712551
Madhya Pradesh,Sehore,2021,2,4199604,7779826903.455323
Madhya Pradesh,Rajgarh,2021,2,3307789,7622592229.322117
Madhya Pradesh,Khargone,2021,2,3055934,6344132532.300082
Madhya Pradesh,Satna,2021,2,3121411,6595997323.027988
Madhya Pradesh,Narsinghpur,2021,2,1855069,3989323922.9231024
Madhya Pradesh,Jabalpur,2021,2,6808088,12879587251.083906
Madhya Pradesh,Hoshangabad,2021,2,2539274,5124085752.314121
Madhya Pradesh,Vidisha,2021,2,2818313,6172397703.696194
Madhya Pradesh,Balaghat,2021,2,2827665,5854873523.380617
Madhya Pradesh,Singrauli,2021,2,2696777,5447820052.838381
Madhya Pradesh,Betul,2021,2,2817683,5192964519.8560095
Madhya Pradesh,Sidhi,2021,2,1411602,3442541641.9027777
Madhya Pradesh,Datia,2021,2,827843,2030280649.48903
Madhya Pradesh,Dewas,2021,2,4430778,8482648817.275978
Madhya Pradesh,Sheopur,2021,2,584509,1455672322.9169302
Madhya Pradesh,Neemuch,2021,2,1431573,2946323814.211005
Madhya Pradesh,Raisen,2021,2,2995052,5530806419.500374
Madhya Pradesh,Mandsaur,2021,2,2219684,4866467550.907891
Madhya Pradesh,Barwani,2021,2,1345781,2884332779.3154306
Madhya Pradesh,Katni,2021,2,1723310,3464169343.490756
Madhya Pradesh,Dindori,2021,2,608674,1511466140.246748
Madhya Pradesh,Shivpuri,2021,2,1989814,4908158568.955133
Madhya Pradesh,Gwalior,2021,2,7475892,15466583871.368427
Madhya Pradesh,Anuppur,2021,2,1244262,2337702544.040525
Madhya Pradesh,Agar Malwa,2021,2,973164,2382536115.5125136
Madhya Pradesh,Ashoknagar,2021,2,1025526,2445354252.609435
Madhya Pradesh,Sagar,2021,2,3641764,7548955784.2791815
Madhya Pradesh,Niwari,2021,2,334508,764025684.1628389
Madhya Pradesh,Rewa,2021,2,3692722,8211449728.951238
Madhya Pradesh,Shajapur,2021,2,2078924,4515078777.196711
Madhya Pradesh,Ujjain,2021,2,4879699,9676724764.226078
Madhya Pradesh,Bhind,2021,2,1929431,4392948922.316403
Madhya Pradesh,Tikamgarh,2021,2,978223,2309862361.866748
Madhya Pradesh,Seoni,2021,2,1926324,4585663549.528749
Madhya Pradesh,Harda,2021,2,1022389,2426740999.152869
Madhya Pradesh,Burhanpur,2021,2,1145247,2161598324.016423
Madhya Pradesh,Damoh,2021,2,1088303,2419007346.0227733
Madhya Pradesh,Bhopal,2021,2,74643630,127038866031.39793
Madhya Pradesh,Jhabua,2021,2,771669,1681131397.8228438
Madhya Pradesh,Dhar,2021,2,5029916,9012726646.390882
Madhya Pradesh,Guna,2021,2,2290014,5355657187.257114
Madhya Pradesh,East Nimar,2021,2,2100816,3941324464.762269
Madhya Pradesh,Chhindwara,2021,2,3787673,7484666557.941612
Madhya Pradesh,Umaria,2021,2,824921,1625485207.9485872
Madhya Pradesh,Mandla,2021,2,1048839,2209589287.5198746
Madhya Pradesh,Indore,2021,2,34159162,59026805792.650475
Madhya Pradesh,Shahdol,2021,2,1858973,3815559117.63072
Madhya Pradesh,Ratlam,2021,2,2599381,5685659163.113822
Madhya Pradesh,Panna,2021,2,870375,2165150098.0160775
Madhya Pradesh,Chhatarpur,2021,2,1706850,4026012851.0907516
Madhya Pradesh,Morena,2021,3,2663845,5913102281.242499
Madhya Pradesh,Alirajpur,2021,3,405281,866069975.6384856
Madhya Pradesh,Sehore,2021,3,5466240,8629273157.345978
Madhya Pradesh,Rajgarh,2021,3,4362607,8110477015.611726
Madhya Pradesh,Khargone,2021,3,4080827,7653424067.128759
Madhya Pradesh,Satna,2021,3,3863963,7099161854.480458
Madhya Pradesh,Narsinghpur,2021,3,2306626,4381298516.588237
Madhya Pradesh,Jabalpur,2021,3,9691966,16293034528.474735
Madhya Pradesh,Hoshangabad,2021,3,3357514,5790861781.981935
Madhya Pradesh,Vidisha,2021,3,3335770,5867670567.086285
Madhya Pradesh,Balaghat,2021,3,3613826,6476841319.0100765
Madhya Pradesh,Singrauli,2021,3,3618155,6621353481.4017935
Madhya Pradesh,Betul,2021,3,3654633,6054678740.771477
Madhya Pradesh,Sidhi,2021,3,1699469,3628172896.568713
Madhya Pradesh,Datia,2021,3,1020487,2200901347.4282694
Madhya Pradesh,Dewas,2021,3,6092595,9986506658.490002
Madhya Pradesh,Sheopur,2021,3,653005,1463415451.3224988
Madhya Pradesh,Neemuch,2021,3,2073895,4051955941.049946
Madhya Pradesh,Raisen,2021,3,3839223,5937299649.675722
Madhya Pradesh,Mandsaur,2021,3,3144346,6258972327.10527
Madhya Pradesh,Barwani,2021,3,1902146,3713834240.2518625
Madhya Pradesh,Katni,2021,3,2297587,4195234171.6679134
Madhya Pradesh,Dindori,2021,3,732555,1558066600.4755325
Madhya Pradesh,Shivpuri,2021,3,2526203,5208883167.360183
Madhya Pradesh,Gwalior,2021,3,10677148,19237891487.133667
Madhya Pradesh,Anuppur,2021,3,1546491,2591714166.696354
Madhya Pradesh,Agar Malwa,2021,3,1319027,2767273784.0270257
Madhya Pradesh,Ashoknagar,2021,3,1292875,2392758234.4553957
Madhya Pradesh,Sagar,2021,3,4691027,8366148265.5034
Madhya Pradesh,Niwari,2021,3,415505,858519029.3008024
Madhya Pradesh,Rewa,2021,3,4556210,8799296257.259958
Madhya Pradesh,Shajapur,2021,3,2725153,4865959005.856778
Madhya Pradesh,Ujjain,2021,3,7652620,13233697399.244934
Madhya Pradesh,Bhind,2021,3,2080070,4279914834.1175466
Madhya Pradesh,Tikamgarh,2021,3,1201562,2318909825.5036955
Madhya Pradesh,Seoni,2021,3,2537797,4896066893.245604
Madhya Pradesh,Harda,2021,3,1238849,2408638434.410577
Madhya Pradesh,Burhanpur,2021,3,1523550,2670012212.4459767
Madhya Pradesh,Damoh,2021,3,1339223,2698898323.811194
Madhya Pradesh,Bhopal,2021,3,103403998,146735124186.2163
Madhya Pradesh,Jhabua,2021,3,1098652,2216570769.118132
Madhya Pradesh,Dhar,2021,3,7010257,11371461567.624537
Madhya Pradesh,Guna,2021,3,3046536,5615584297.407946
Madhya Pradesh,East Nimar,2021,3,2804269,4694724162.144183
Madhya Pradesh,Chhindwara,2021,3,5106996,8670292561.634789
Madhya Pradesh,Umaria,2021,3,1019837,1814397211.7449274
Madhya Pradesh,Mandla,2021,3,1316351,2496120604.483219
Madhya Pradesh,Indore,2021,3,55970712,81712956761.21713
Madhya Pradesh,Shahdol,2021,3,2503362,4430769579.6169
Madhya Pradesh,Ratlam,2021,3,3779757,7531821203.291306
Madhya Pradesh,Panna,2021,3,1024773,2190941787.094632
Madhya Pradesh,Chhatarpur,2021,3,2157963,4585651268.768494
Madhya Pradesh,Morena,2021,4,3585380,8161920390.34097
Madhya Pradesh,Alirajpur,2021,4,538522,1097069368.2554018
Madhya Pradesh,Sehore,2021,4,6733399,10809509304.104813
Madhya Pradesh,Rajgarh,2021,4,5626439,10698887270.455854
Madhya Pradesh,Khargone,2021,4,5088590,9607110801.106825
Madhya Pradesh,Satna,2021,4,5204603,9608260177.472307
Madhya Pradesh,Narsinghpur,2021,4,2973597,5586877149.279158
Madhya Pradesh,Jabalpur,2021,4,12476449,20920967750.048428
Madhya Pradesh,Hoshangabad,2021,4,4325760,7212062660.434594
Madhya Pradesh,Vidisha,2021,4,4079220,7104046806.814299
Madhya Pradesh,Balaghat,2021,4,4764095,8230285934.994757
Madhya Pradesh,Singrauli,2021,4,4737504,8571068342.329523
Madhya Pradesh,Betul,2021,4,4610618,7746768750.99579
Madhya Pradesh,Sidhi,2021,4,2313095,4853524424.052965
Madhya Pradesh,Datia,2021,4,1346093,2916910531.794767
Madhya Pradesh,Dewas,2021,4,7659615,13007477185.675835
Madhya Pradesh,Sheopur,2021,4,936805,2118865209.249231
Madhya Pradesh,Neemuch,2021,4,2627248,5212505514.716237
Madhya Pradesh,Raisen,2021,4,4924261,7495214245.35038
Madhya Pradesh,Mandsaur,2021,4,4090431,8304681268.305336
Madhya Pradesh,Barwani,2021,4,2495299,4810801435.685824
Madhya Pradesh,Katni,2021,4,2986585,5480440628.944631
Madhya Pradesh,Dindori,2021,4,963996,1890051577.6670372
Madhya Pradesh,Shivpuri,2021,4,3613567,7568666954.420719
Madhya Pradesh,Gwalior,2021,4,13721879,25012279408.267742
Madhya Pradesh,Anuppur,2021,4,1976049,3206018786.2806416
Madhya Pradesh,Agar Malwa,2021,4,1743826,3809022940.1006765
Madhya Pradesh,Ashoknagar,2021,4,1904746,3267926297.0741363
Madhya Pradesh,Sagar,2021,4,6030013,10789842580.776001
Madhya Pradesh,Niwari,2021,4,575126,1197608329.2297316
Madhya Pradesh,Rewa,2021,4,6195961,12315058116.409243
Madhya Pradesh,Shajapur,2021,4,3399603,6330602069.012556
Madhya Pradesh,Ujjain,2021,4,9436286,16998154949.07095
Madhya Pradesh,Bhind,2021,4,2791109,6047697024.794492
Madhya Pradesh,Tikamgarh,2021,4,1642235,3028439418.448248
Madhya Pradesh,Seoni,2021,4,3363427,6441935673.166822
Madhya Pradesh,Harda,2021,4,1580357,3025411186.413455
Madhya Pradesh,Burhanpur,2021,4,1978706,3462220827.2429295
Madhya Pradesh,Damoh,2021,4,1739709,3520991600.5895605
Madhya Pradesh,Bhopal,2021,4,134176541,190196223229.17587
Madhya Pradesh,Jhabua,2021,4,1397183,2807693750.3535185
Madhya Pradesh,Dhar,2021,4,8770665,14454487270.115355
Madhya Pradesh,Guna,2021,4,4200430,7498880363.30854
Madhya Pradesh,East Nimar,2021,4,3570045,5993739803.201769
Madhya Pradesh,Chhindwara,2021,4,6522234,11185696130.666462
Madhya Pradesh,Umaria,2021,4,1309452,2278425751.5575695
Madhya Pradesh,Mandla,2021,4,1725231,3242362406.5982113
Madhya Pradesh,Indore,2021,4,73486993,107685836352.74806
Madhya Pradesh,Shahdol,2021,4,3279007,5504205891.767881
Madhya Pradesh,Ratlam,2021,4,4743942,9709336936.032011
Madhya Pradesh,Panna,2021,4,1348289,2815048065.3552876
Madhya Pradesh,Chhatarpur,2021,4,2997869,6048373564.2584915
Madhya Pradesh,Morena,2022,1,4279893,9415969484.468203
Madhya Pradesh,Alirajpur,2022,1,623826,1361990355.468534
Madhya Pradesh,Sehore,2022,1,7782311,12240349684.93433
Madhya Pradesh,Rajgarh,2022,1,6852793,11950279299.224901
Madhya Pradesh,Khargone,2022,1,5882191,11164906516.662949
Madhya Pradesh,Satna,2022,1,5959975,11201065191.232088
Madhya Pradesh,Narsinghpur,2022,1,3450508,6660032550.532135
Madhya Pradesh,Jabalpur,2022,1,14198131,23727705882.803474
Madhya Pradesh,Hoshangabad,2022,1,4978689,8166487653.562494
Madhya Pradesh,Vidisha,2022,1,5048959,8192898968.5959835
Madhya Pradesh,Balaghat,2022,1,5418739,10220279128.068228
Madhya Pradesh,Singrauli,2022,1,5324750,9581158761.949295
Madhya Pradesh,Betul,2022,1,5242599,8585764570.494625
Madhya Pradesh,Sidhi,2022,1,2630276,5497384684.101099
Madhya Pradesh,Datia,2022,1,1623377,3314862682.4707184
Madhya Pradesh,Dewas,2022,1,8873232,14573666819.387133
Madhya Pradesh,Sheopur,2022,1,1111291,2392801590.284674
Madhya Pradesh,Neemuch,2022,1,3135245,6045853448.036171
Madhya Pradesh,Raisen,2022,1,5782830,8576398167.66678
Madhya Pradesh,Mandsaur,2022,1,5084917,9758545857.562168
Madhya Pradesh,Barwani,2022,1,2942467,5738889223.990641
Madhya Pradesh,Katni,2022,1,3425402,6115245027.187626
Madhya Pradesh,Dindori,2022,1,1108997,2178200710.7588882
